,image,class,format,mode,shape
350,Schizophrenia (1308).jpg,infected,JPEG,RGB,"(237, 213, 3)"
351,Schizophrenia (1309).jpg,infected,JPEG,RGB,"(355, 294, 3)"
352,Schizophrenia (131).jpg,infected,JPEG,RGB,"(512, 512, 3)"
353,Schizophrenia (1310).jpg,infected,JPEG,RGB,"(236, 213, 3)"
354,Schizophrenia (1311).jpg,infected,JPEG,RGB,"(256, 197, 3)"
355,Schizophrenia (1312).jpg,infected,JPEG,RGB,"(338, 283, 3)"
356,Schizophrenia (1313).jpg,infected,JPEG,RGB,"(251, 201, 3)"
357,Schizophrenia (1314).jpg,infected,JPEG,RGB,"(295, 283, 3)"
358,Schizophrenia (1315).jpg,infected,JPEG,RGB,"(352, 281, 3)"
359,Schizophrenia (1316).jpg,infected,JPEG,RGB,"(960, 781, 3)"
360,Schizophrenia (1317).jpg,infected,JPEG,RGB,"(349, 292, 3)"
361,Schizophrenia (1318).jpg,infected,JPEG,RGB,"(630, 628, 3)"
362,Schizophrenia (1319).jpg,infected,JPEG,RGB,"(630, 630, 3)"
363,Schizophrenia (132).jpg,infected,JPEG,RGB,"(512, 512, 3)"
364,Schizophrenia (1320).jpg,infected,JPEG,RGB,"(630, 630, 3)"
365,Schizophrenia (1321).jpg,infected,JPEG,RGB,"(519, 456, 3)"
366,Schizophrenia (1322).jpg,infected,JPEG,RGB,"(555, 526, 3)"
367,Schizophrenia (1323).jpg,infected,JPEG,RGB,"(512, 512, 3)"
368,Schizophrenia (1324).jpg,infected,JPEG,RGB,"(380, 310, 3)"
369,Schizophrenia (1325).jpg,infected,JPEG,RGB,"(446, 450, 3)"
370,Schizophrenia (1326).jpg,infected,JPEG,RGB,"(225, 225, 3)"
371,Schizophrenia (1327).jpg,infected,JPEG,RGB,"(365, 306, 3)"
372,Schizophrenia (1328).jpg,infected,JPEG,RGB,"(210, 200, 3)"
373,Schizophrenia (1329).jpg,infected,JPEG,RGB,"(337, 293, 3)"
374,Schizophrenia (133).jpg,infected,JPEG,RGB,"(512, 512, 3)"
375,Schizophrenia (1330).jpg,infected,JPEG,RGB,"(340, 291, 3)"
376,Schizophrenia (1331).jpg,infected,JPEG,RGB,"(307, 271, 3)"
377,Schizophrenia (1332).jpg,infected,JPEG,RGB,"(219, 230, 3)"
378,Schizophrenia (1333).jpg,infected,JPEG,RGB,"(938, 911, 3)"
379,Schizophrenia (1334).jpg,infected,JPEG,RGB,"(520, 433, 3)"
380,Schizophrenia (1335).jpg,infected,JPEG,RGB,"(630, 504, 3)"
381,Schizophrenia (1336).jpg,infected,JPEG,RGB,"(456, 374, 3)"
382,Schizophrenia (1337).jpg,infected,JPEG,RGB,"(349, 300, 3)"
383,Schizophrenia (1338).jpg,infected,JPEG,RGB,"(442, 353, 3)"
384,Schizophrenia (1339).jpg,infected,JPEG,RGB,"(353, 300, 3)"
385,Schizophrenia (134).jpg,infected,JPEG,RGB,"(512, 512, 3)"
386,Schizophrenia (1340).jpg,infected,JPEG,RGB,"(350, 272, 3)"
387,Schizophrenia (1341).jpg,infected,JPEG,RGB,"(286, 241, 3)"
388,Schizophrenia (1342).jpg,infected,JPEG,RGB,"(260, 194, 3)"
389,Schizophrenia (1343).jpg,infected,JPEG,RGB,"(225, 225, 3)"
390,Schizophrenia (1344).jpg,infected,JPEG,RGB,"(355, 272, 3)"
391,Schizophrenia (1345).jpg,infected,JPEG,RGB,"(323, 276, 3)"
392,Schizophrenia (1346).jpg,infected,JPEG,RGB,"(357, 283, 3)"
393,Schizophrenia (1347).jpg,infected,JPEG,RGB,"(348, 287, 3)"
394,Schizophrenia (1348).jpg,infected,JPEG,RGB,"(369, 400, 3)"
395,Schizophrenia (1349).jpg,infected,JPEG,RGB,"(309, 232, 3)"
396,Schizophrenia (135).jpg,infected,JPEG,RGB,"(512, 512, 3)"
397,Schizophrenia (1350).jpg,infected,JPEG,RGB,"(316, 270, 3)"
398,Schizophrenia (1351).jpg,infected,JPEG,RGB,"(336, 264, 3)"
399,Schizophrenia (1352).jpg,infected,JPEG,RGB,"(303, 223, 3)"
400,Schizophrenia (1353).jpg,infected,JPEG,RGB,"(354, 279, 3)"
401,Schizophrenia (1354).jpg,infected,JPEG,RGB,"(318, 273, 3)"
402,Schizophrenia (1355).jpg,infected,JPEG,RGB,"(347, 300, 3)"
403,Schizophrenia (1356).jpg,infected,JPEG,RGB,"(173, 189, 3)"
404,Schizophrenia (1357).jpg,infected,JPEG,RGB,"(359, 297, 3)"
405,Schizophrenia (1358).jpg,infected,JPEG,RGB,"(342, 273, 3)"
406,Schizophrenia (1359).jpg,infected,JPEG,RGB,"(256, 256, 3)"
407,Schizophrenia (136).jpg,infected,JPEG,RGB,"(512, 512, 3)"
408,Schizophrenia (1360).jpg,infected,JPEG,RGB,"(340, 314, 3)"
409,Schizophrenia (1361).jpg,infected,JPEG,RGB,"(300, 240, 3)"
410,Schizophrenia (1362).jpg,infected,JPEG,RGB,"(277, 272, 3)"
411,Schizophrenia (1363).jpg,infected,JPEG,RGB,"(344, 279, 3)"
412,Schizophrenia (1364).jpg,infected,JPEG,RGB,"(331, 272, 3)"
413,Schizophrenia (1365).jpg,infected,JPEG,RGB,"(351, 278, 3)"
414,Schizophrenia (1366).jpg,infected,JPEG,RGB,"(237, 213, 3)"
415,Schizophrenia (1367).jpg,infected,JPEG,RGB,"(355, 294, 3)"
416,Schizophrenia (1368).jpg,infected,JPEG,RGB,"(630, 504, 3)"
417,Schizophrenia (1369).jpg,infected,JPEG,RGB,"(236, 213, 3)"
418,Schizophrenia (137).jpg,infected,JPEG,RGB,"(512, 512, 3)"
419,Schizophrenia (1370).jpg,infected,JPEG,RGB,"(251, 201, 3)"
420,Schizophrenia (1371).jpg,infected,JPEG,RGB,"(295, 283, 3)"
421,Schizophrenia (1372).jpg,infected,JPEG,RGB,"(349, 292, 3)"
422,Schizophrenia (1373).jpg,infected,JPEG,RGB,"(630, 628, 3)"
423,Schizophrenia (1374).jpg,infected,JPEG,RGB,"(630, 630, 3)"
424,Schizophrenia (1375).jpg,infected,JPEG,RGB,"(630, 630, 3)"
425,Schizophrenia (1376).jpg,infected,JPEG,RGB,"(555, 526, 3)"
426,Schizophrenia (1377).jpg,infected,JPEG,RGB,"(512, 512, 3)"
427,Schizophrenia (1378).jpg,infected,JPEG,RGB,"(446, 450, 3)"
428,Schizophrenia (1379).jpg,infected,JPEG,RGB,"(365, 306, 3)"
429,Schizophrenia (138).jpg,infected,JPEG,RGB,"(512, 512, 3)"
430,Schizophrenia (1380).jpg,infected,JPEG,RGB,"(337, 293, 3)"
431,Schizophrenia (1381).jpg,infected,JPEG,RGB,"(340, 291, 3)"
432,Schizophrenia (1382).jpg,infected,JPEG,RGB,"(307, 271, 3)"
433,Schizophrenia (1383).jpg,infected,JPEG,RGB,"(350, 315, 3)"
434,Schizophrenia (1384).jpg,infected,JPEG,RGB,"(219, 230, 3)"
435,Schizophrenia (1385).jpg,infected,JPEG,RGB,"(938, 911, 3)"
436,Schizophrenia (1386).jpg,infected,JPEG,RGB,"(340, 288, 3)"
437,Schizophrenia (1387).jpg,infected,JPEG,RGB,"(456, 374, 3)"
438,Schizophrenia (1388).jpg,infected,JPEG,RGB,"(349, 300, 3)"
439,Schizophrenia (1389).jpg,infected,JPEG,RGB,"(290, 250, 3)"
440,Schizophrenia (139).jpg,infected,JPEG,RGB,"(512, 512, 3)"
441,Schizophrenia (1390).jpg,infected,JPEG,RGB,"(338, 264, 3)"
442,Schizophrenia (1391).jpg,infected,JPEG,RGB,"(442, 353, 3)"
443,Schizophrenia (1392).jpg,infected,JPEG,RGB,"(353, 300, 3)"
444,Schizophrenia (1393).jpg,infected,JPEG,RGB,"(350, 272, 3)"
445,Schizophrenia (1394).jpg,infected,JPEG,RGB,"(286, 241, 3)"
446,Schizophrenia (1395).jpg,infected,JPEG,RGB,"(260, 194, 3)"
447,Schizophrenia (1396).jpg,infected,JPEG,RGB,"(225, 225, 3)"
448,Schizophrenia (1397).jpg,infected,JPEG,RGB,"(355, 272, 3)"
449,Schizophrenia (1398).jpg,infected,JPEG,RGB,"(323, 276, 3)"
450,Schizophrenia (1399).jpg,infected,JPEG,RGB,"(357, 283, 3)"
451,Schizophrenia (14).jpg,infected,JPEG,RGB,"(512, 512, 3)"
452,Schizophrenia (14).tif,infected,TIFF,RGB,"(256, 256, 3)"
453,Schizophrenia (140).jpg,infected,JPEG,RGB,"(512, 512, 3)"
454,Schizophrenia (1400).jpg,infected,JPEG,RGB,"(348, 287, 3)"
456,Schizophrenia (1402).jpg,infected,JPEG,RGB,"(630, 587, 3)"
457,Schizophrenia (1403).jpg,infected,JPEG,RGB,"(369, 400, 3)"
459,Schizophrenia (1405).jpg,infected,JPEG,RGB,"(309, 232, 3)"
460,Schizophrenia (1406).jpg,infected,JPEG,RGB,"(334, 283, 3)"
461,Schizophrenia (1407).jpg,infected,JPEG,RGB,"(354, 303, 3)"
462,Schizophrenia (1408).jpg,infected,JPEG,RGB,"(360, 313, 3)"
463,Schizophrenia (1409).jpg,infected,JPEG,RGB,"(348, 297, 3)"
464,Schizophrenia (141).jpg,infected,JPEG,RGB,"(512, 512, 3)"
465,Schizophrenia (1410).jpg,infected,JPEG,RGB,"(351, 273, 3)"
466,Schizophrenia (1411).jpg,infected,JPEG,RGB,"(1200, 1059, 3)"
467,Schizophrenia (1412).jpg,infected,JPEG,RGB,"(316, 270, 3)"
468,Schizophrenia (1413).jpg,infected,JPEG,RGB,"(336, 264, 3)"
469,Schizophrenia (1414).jpg,infected,JPEG,RGB,"(303, 223, 3)"
470,Schizophrenia (1415).jpg,infected,JPEG,RGB,"(354, 279, 3)"
471,Schizophrenia (1416).jpg,infected,JPEG,RGB,"(318, 273, 3)"
472,Schizophrenia (1417).jpg,infected,JPEG,RGB,"(347, 300, 3)"
473,Schizophrenia (1418).jpg,infected,JPEG,RGB,"(359, 297, 3)"
474,Schizophrenia (1419).jpg,infected,JPEG,RGB,"(342, 273, 3)"
475,Schizophrenia (142).jpg,infected,JPEG,RGB,"(512, 512, 3)"
476,Schizophrenia (1420).jpg,infected,JPEG,RGB,"(256, 256, 3)"
477,Schizophrenia (1421).jpg,infected,JPEG,RGB,"(340, 314, 3)"
478,Schizophrenia (1422).jpg,infected,JPEG,RGB,"(300, 240, 3)"
479,Schizophrenia (1423).jpg,infected,JPEG,RGB,"(277, 272, 3)"
481,Schizophrenia (1425).jpg,infected,JPEG,RGB,"(344, 279, 3)"
482,Schizophrenia (1426).jpg,infected,JPEG,RGB,"(331, 272, 3)"
483,Schizophrenia (1427).jpg,infected,JPEG,RGB,"(351, 278, 3)"
484,Schizophrenia (1428).jpg,infected,JPEG,RGB,"(237, 213, 3)"
485,Schizophrenia (1429).jpg,infected,JPEG,RGB,"(355, 294, 3)"
486,Schizophrenia (143).jpg,infected,JPEG,RGB,"(512, 512, 3)"
487,Schizophrenia (1430).jpg,infected,JPEG,RGB,"(331, 260, 3)"
488,Schizophrenia (1431).jpg,infected,JPEG,RGB,"(251, 201, 3)"
489,Schizophrenia (1432).jpg,infected,JPEG,RGB,"(295, 283, 3)"
490,Schizophrenia (1433).jpg,infected,JPEG,RGB,"(352, 281, 3)"
491,Schizophrenia (1434).jpg,infected,JPEG,RGB,"(960, 781, 3)"
492,Schizophrenia (1435).jpg,infected,JPEG,RGB,"(349, 292, 3)"
493,Schizophrenia (1436).jpg,infected,JPEG,RGB,"(324, 278, 3)"
494,Schizophrenia (1437).jpg,infected,JPEG,RGB,"(630, 628, 3)"
495,Schizophrenia (1438).jpg,infected,JPEG,RGB,"(630, 630, 3)"
496,Schizophrenia (1439).jpg,infected,JPEG,RGB,"(630, 630, 3)"
497,Schizophrenia (144).jpg,infected,JPEG,RGB,"(512, 512, 3)"
498,Schizophrenia (1440).jpg,infected,JPEG,RGB,"(519, 456, 3)"
499,Schizophrenia (1441).jpg,infected,JPEG,RGB,"(555, 526, 3)"
500,Schizophrenia (1442).jpg,infected,JPEG,RGB,"(512, 512, 3)"
501,Schizophrenia (1443).jpg,infected,JPEG,RGB,"(380, 310, 3)"
502,Schizophrenia (1444).jpg,infected,JPEG,RGB,"(446, 450, 3)"
503,Schizophrenia (1445).jpg,infected,JPEG,RGB,"(251, 204, 3)"
504,Schizophrenia (1446).jpg,infected,JPEG,RGB,"(225, 225, 3)"
505,Schizophrenia (1447).jpg,infected,JPEG,RGB,"(365, 306, 3)"
507,Schizophrenia (1449).jpg,infected,JPEG,RGB,"(210, 200, 3)"
508,Schizophrenia (145).jpg,infected,JPEG,RGB,"(512, 512, 3)"
509,Schizophrenia (1450).jpg,infected,JPEG,RGB,"(337, 293, 3)"
510,Schizophrenia (1451).jpg,infected,JPEG,RGB,"(340, 291, 3)"
511,Schizophrenia (1452).jpg,infected,JPEG,RGB,"(307, 271, 3)"
512,Schizophrenia (1453).jpg,infected,JPEG,RGB,"(350, 315, 3)"
514,Schizophrenia (1455).jpg,infected,JPEG,RGB,"(219, 230, 3)"
515,Schizophrenia (1456).jpg,infected,JPEG,RGB,"(938, 911, 3)"
516,Schizophrenia (1457).jpg,infected,JPEG,RGB,"(520, 433, 3)"
518,Schizophrenia (1459).jpg,infected,JPEG,RGB,"(243, 205, 3)"
519,Schizophrenia (146).jpg,infected,JPEG,RGB,"(512, 512, 3)"
520,Schizophrenia (1460).jpg,infected,JPEG,RGB,"(340, 288, 3)"
521,Schizophrenia (1461).jpg,infected,JPEG,RGB,"(630, 504, 3)"
522,Schizophrenia (1462).jpg,infected,JPEG,RGB,"(456, 374, 3)"
524,Schizophrenia (1464).jpg,infected,JPEG,RGB,"(349, 300, 3)"
525,Schizophrenia (1465).jpg,infected,JPEG,RGB,"(290, 250, 3)"
526,Schizophrenia (1466).jpg,infected,JPEG,RGB,"(338, 264, 3)"
527,Schizophrenia (1467).jpg,infected,JPEG,RGB,"(442, 353, 3)"
528,Schizophrenia (1468).jpg,infected,JPEG,RGB,"(353, 300, 3)"
529,Schizophrenia (1469).jpg,infected,JPEG,RGB,"(446, 450, 3)"
530,Schizophrenia (147).jpg,infected,JPEG,RGB,"(512, 512, 3)"
531,Schizophrenia (1470).jpg,infected,JPEG,RGB,"(234, 216, 3)"
532,Schizophrenia (1471).jpg,infected,JPEG,RGB,"(223, 226, 3)"
533,Schizophrenia (1472).jpg,infected,JPEG,RGB,"(350, 272, 3)"
534,Schizophrenia (1473).jpg,infected,JPEG,RGB,"(286, 241, 3)"
535,Schizophrenia (1474).jpg,infected,JPEG,RGB,"(630, 630, 3)"
536,Schizophrenia (1475).jpg,infected,JPEG,RGB,"(260, 194, 3)"
538,Schizophrenia (1477).jpg,infected,JPEG,RGB,"(225, 225, 3)"
539,Schizophrenia (1478).jpg,infected,JPEG,RGB,"(938, 864, 3)"
540,Schizophrenia (1479).jpg,infected,JPEG,RGB,"(355, 272, 3)"
541,Schizophrenia (148).jpg,infected,JPEG,RGB,"(512, 512, 3)"
542,Schizophrenia (1480).jpg,infected,JPEG,RGB,"(323, 276, 3)"
543,Schizophrenia (1481).jpg,infected,JPEG,RGB,"(357, 283, 3)"
544,Schizophrenia (1482).jpg,infected,JPEG,RGB,"(348, 287, 3)"
546,Schizophrenia (1484).jpg,infected,JPEG,RGB,"(369, 400, 3)"
548,Schizophrenia (1486).jpg,infected,JPEG,RGB,"(309, 232, 3)"
549,Schizophrenia (1487).jpg,infected,JPEG,RGB,"(360, 313, 3)"
550,Schizophrenia (1488).jpg,infected,JPEG,RGB,"(351, 273, 3)"
551,Schizophrenia (1489).jpg,infected,JPEG,RGB,"(1200, 1059, 3)"
552,Schizophrenia (149).jpg,infected,JPEG,RGB,"(512, 512, 3)"
553,Schizophrenia (1490).jpg,infected,JPEG,RGB,"(316, 270, 3)"
554,Schizophrenia (1491).jpg,infected,JPEG,RGB,"(336, 264, 3)"
555,Schizophrenia (1492).jpg,infected,JPEG,RGB,"(303, 223, 3)"
556,Schizophrenia (1493).jpg,infected,JPEG,RGB,"(354, 279, 3)"
557,Schizophrenia (1494).jpg,infected,JPEG,RGB,"(318, 273, 3)"
558,Schizophrenia (1495).jpg,infected,JPEG,RGB,"(359, 297, 3)"
559,Schizophrenia (1496).jpg,infected,JPEG,RGB,"(342, 273, 3)"
560,Schizophrenia (1497).jpg,infected,JPEG,RGB,"(351, 262, 3)"
561,Schizophrenia (1498).jpg,infected,JPEG,RGB,"(256, 256, 3)"
562,Schizophrenia (1499).jpg,infected,JPEG,RGB,"(340, 314, 3)"
563,Schizophrenia (15).jpg,infected,JPEG,RGB,"(512, 512, 3)"
564,Schizophrenia (15).tif,infected,TIFF,RGB,"(256, 256, 3)"
565,Schizophrenia (150).jpg,infected,JPEG,RGB,"(512, 512, 3)"
566,Schizophrenia (1500).jpg,infected,JPEG,RGB,"(300, 240, 3)"
567,Schizophrenia (1501).jpg,infected,JPEG,RGB,"(277, 272, 3)"
569,Schizophrenia (1503).jpg,infected,JPEG,RGB,"(344, 279, 3)"
570,Schizophrenia (1504).jpg,infected,JPEG,RGB,"(331, 272, 3)"
571,Schizophrenia (1505).jpg,infected,JPEG,RGB,"(351, 278, 3)"
572,Schizophrenia (1506).jpg,infected,JPEG,RGB,"(237, 213, 3)"
573,Schizophrenia (1507).jpg,infected,JPEG,RGB,"(355, 294, 3)"
574,Schizophrenia (1508).jpg,infected,JPEG,RGB,"(331, 260, 3)"
575,Schizophrenia (1509).jpg,infected,JPEG,RGB,"(251, 201, 3)"
576,Schizophrenia (151).jpg,infected,JPEG,RGB,"(512, 512, 3)"
577,Schizophrenia (1510).jpg,infected,JPEG,RGB,"(960, 781, 3)"
578,Schizophrenia (1511).jpg,infected,JPEG,RGB,"(349, 292, 3)"
579,Schizophrenia (1512).jpg,infected,JPEG,RGB,"(324, 278, 3)"
580,Schizophrenia (1513).jpg,infected,JPEG,RGB,"(630, 628, 3)"
581,Schizophrenia (1514).jpg,infected,JPEG,RGB,"(630, 630, 3)"
582,Schizophrenia (1515).jpg,infected,JPEG,RGB,"(630, 630, 3)"
583,Schizophrenia (1516).jpg,infected,JPEG,RGB,"(519, 456, 3)"
584,Schizophrenia (1517).jpg,infected,JPEG,RGB,"(555, 526, 3)"
585,Schizophrenia (1518).jpg,infected,JPEG,RGB,"(512, 512, 3)"
586,Schizophrenia (1519).jpg,infected,JPEG,RGB,"(446, 450, 3)"
587,Schizophrenia (152).jpg,infected,JPEG,RGB,"(512, 512, 3)"
588,Schizophrenia (1520).jpg,infected,JPEG,RGB,"(251, 204, 3)"
589,Schizophrenia (1521).jpg,infected,JPEG,RGB,"(225, 225, 3)"
590,Schizophrenia (1522).jpg,infected,JPEG,RGB,"(365, 306, 3)"
592,Schizophrenia (1524).jpg,infected,JPEG,RGB,"(210, 200, 3)"
593,Schizophrenia (1525).jpg,infected,JPEG,RGB,"(337, 293, 3)"
594,Schizophrenia (1526).jpg,infected,JPEG,RGB,"(340, 291, 3)"
595,Schizophrenia (1527).jpg,infected,JPEG,RGB,"(307, 271, 3)"
596,Schizophrenia (1528).jpg,infected,JPEG,RGB,"(350, 315, 3)"
598,Schizophrenia (153).jpg,infected,JPEG,RGB,"(512, 512, 3)"
599,Schizophrenia (1530).jpg,infected,JPEG,RGB,"(219, 230, 3)"
600,Schizophrenia (1531).jpg,infected,JPEG,RGB,"(938, 911, 3)"
601,Schizophrenia (1532).jpg,infected,JPEG,RGB,"(520, 433, 3)"
603,Schizophrenia (1534).jpg,infected,JPEG,RGB,"(340, 288, 3)"
604,Schizophrenia (1535).jpg,infected,JPEG,RGB,"(630, 504, 3)"
605,Schizophrenia (1536).jpg,infected,JPEG,RGB,"(456, 374, 3)"
607,Schizophrenia (1538).jpg,infected,JPEG,RGB,"(349, 300, 3)"
608,Schizophrenia (1539).jpg,infected,JPEG,RGB,"(290, 250, 3)"
609,Schizophrenia (154).jpg,infected,JPEG,RGB,"(512, 512, 3)"
610,Schizophrenia (1540).jpg,infected,JPEG,RGB,"(442, 353, 3)"
611,Schizophrenia (1541).jpg,infected,JPEG,RGB,"(353, 300, 3)"
612,Schizophrenia (1542).jpg,infected,JPEG,RGB,"(431, 400, 3)"
613,Schizophrenia (1543).jpg,infected,JPEG,RGB,"(446, 450, 3)"
614,Schizophrenia (1544).jpg,infected,JPEG,RGB,"(234, 216, 3)"
615,Schizophrenia (1545).jpg,infected,JPEG,RGB,"(223, 226, 3)"
616,Schizophrenia (1546).jpg,infected,JPEG,RGB,"(350, 272, 3)"
617,Schizophrenia (1547).jpg,infected,JPEG,RGB,"(286, 241, 3)"
618,Schizophrenia (1548).jpg,infected,JPEG,RGB,"(630, 630, 3)"
619,Schizophrenia (1549).jpg,infected,JPEG,RGB,"(260, 194, 3)"
620,Schizophrenia (155).jpg,infected,JPEG,RGB,"(512, 512, 3)"
622,Schizophrenia (1551).jpg,infected,JPEG,RGB,"(225, 225, 3)"
623,Schizophrenia (1552).jpg,infected,JPEG,RGB,"(938, 864, 3)"
624,Schizophrenia (1553).jpg,infected,JPEG,RGB,"(323, 276, 3)"
625,Schizophrenia (1554).jpg,infected,JPEG,RGB,"(357, 283, 3)"
626,Schizophrenia (1555).jpg,infected,JPEG,RGB,"(348, 287, 3)"
629,Schizophrenia (1558).jpg,infected,JPEG,RGB,"(309, 232, 3)"
630,Schizophrenia (1559).jpg,infected,JPEG,RGB,"(336, 264, 3)"
631,Schizophrenia (156).jpg,infected,JPEG,RGB,"(512, 512, 3)"
632,Schizophrenia (1560).jpg,infected,JPEG,RGB,"(303, 223, 3)"
633,Schizophrenia (1561).jpg,infected,JPEG,RGB,"(354, 279, 3)"
634,Schizophrenia (1562).jpg,infected,JPEG,RGB,"(359, 297, 3)"
635,Schizophrenia (1563).jpg,infected,JPEG,RGB,"(342, 273, 3)"
636,Schizophrenia (1564).jpg,infected,JPEG,RGB,"(256, 256, 3)"
637,Schizophrenia (1565).jpg,infected,JPEG,RGB,"(340, 314, 3)"
638,Schizophrenia (1566).jpg,infected,JPEG,RGB,"(300, 240, 3)"
639,Schizophrenia (1567).jpg,infected,JPEG,RGB,"(277, 272, 3)"
641,Schizophrenia (1569).jpg,infected,JPEG,RGB,"(344, 279, 3)"
642,Schizophrenia (157).jpg,infected,JPEG,RGB,"(512, 512, 3)"
643,Schizophrenia (1570).jpg,infected,JPEG,RGB,"(331, 272, 3)"
644,Schizophrenia (1571).jpg,infected,JPEG,RGB,"(351, 278, 3)"
645,Schizophrenia (1572).jpg,infected,JPEG,RGB,"(237, 213, 3)"
646,Schizophrenia (1573).jpg,infected,JPEG,RGB,"(355, 294, 3)"
647,Schizophrenia (1574).jpg,infected,JPEG,RGB,"(256, 197, 3)"
648,Schizophrenia (1575).jpg,infected,JPEG,RGB,"(251, 201, 3)"
649,Schizophrenia (1576).jpg,infected,JPEG,RGB,"(295, 283, 3)"
650,Schizophrenia (1577).jpg,infected,JPEG,RGB,"(960, 781, 3)"
651,Schizophrenia (1578).jpg,infected,JPEG,RGB,"(349, 292, 3)"
652,Schizophrenia (1579).jpg,infected,JPEG,RGB,"(324, 278, 3)"
653,Schizophrenia (158).jpg,infected,JPEG,RGB,"(512, 512, 3)"
654,Schizophrenia (1580).jpg,infected,JPEG,RGB,"(630, 628, 3)"
655,Schizophrenia (1581).jpg,infected,JPEG,RGB,"(630, 630, 3)"
656,Schizophrenia (1582).jpg,infected,JPEG,RGB,"(630, 630, 3)"
657,Schizophrenia (1583).jpg,infected,JPEG,RGB,"(555, 526, 3)"
658,Schizophrenia (1584).jpg,infected,JPEG,RGB,"(512, 512, 3)"
659,Schizophrenia (1585).jpg,infected,JPEG,RGB,"(446, 450, 3)"
660,Schizophrenia (1586).jpg,infected,JPEG,RGB,"(225, 225, 3)"
661,Schizophrenia (1587).jpg,infected,JPEG,RGB,"(365, 306, 3)"
663,Schizophrenia (1589).jpg,infected,JPEG,RGB,"(210, 200, 3)"
664,Schizophrenia (159).jpg,infected,JPEG,RGB,"(512, 512, 3)"
665,Schizophrenia (1590).jpg,infected,JPEG,RGB,"(337, 293, 3)"
666,Schizophrenia (1591).jpg,infected,JPEG,RGB,"(340, 291, 3)"
667,Schizophrenia (1592).jpg,infected,JPEG,RGB,"(307, 271, 3)"
668,Schizophrenia (1593).jpg,infected,JPEG,RGB,"(350, 315, 3)"
670,Schizophrenia (1595).jpg,infected,JPEG,RGB,"(219, 230, 3)"
671,Schizophrenia (1596).jpg,infected,JPEG,RGB,"(938, 911, 3)"
673,Schizophrenia (1598).jpg,infected,JPEG,RGB,"(630, 504, 3)"
674,Schizophrenia (1599).jpg,infected,JPEG,RGB,"(456, 374, 3)"
675,Schizophrenia (16).jpg,infected,JPEG,RGB,"(512, 512, 3)"
676,Schizophrenia (16).tif,infected,TIFF,RGB,"(256, 256, 3)"
677,Schizophrenia (160).jpg,infected,JPEG,RGB,"(512, 512, 3)"
679,Schizophrenia (1601).jpg,infected,JPEG,RGB,"(442, 353, 3)"
680,Schizophrenia (1602).jpg,infected,JPEG,RGB,"(353, 300, 3)"
681,Schizophrenia (1603).jpg,infected,JPEG,RGB,"(446, 450, 3)"
682,Schizophrenia (1604).jpg,infected,JPEG,RGB,"(234, 216, 3)"
683,Schizophrenia (1605).jpg,infected,JPEG,RGB,"(350, 272, 3)"
684,Schizophrenia (1606).jpg,infected,JPEG,RGB,"(286, 241, 3)"
685,Schizophrenia (1607).jpg,infected,JPEG,RGB,"(630, 630, 3)"
686,Schizophrenia (1608).jpg,infected,JPEG,RGB,"(260, 194, 3)"
688,Schizophrenia (161).jpg,infected,JPEG,RGB,"(512, 512, 3)"
689,Schizophrenia (1610).jpg,infected,JPEG,RGB,"(225, 225, 3)"
690,Schizophrenia (1611).jpg,infected,JPEG,RGB,"(938, 864, 3)"
691,Schizophrenia (1612).jpg,infected,JPEG,RGB,"(323, 276, 3)"
692,Schizophrenia (1613).jpg,infected,JPEG,RGB,"(357, 283, 3)"
693,Schizophrenia (1614).jpg,infected,JPEG,RGB,"(218, 180, 3)"
694,Schizophrenia (1615).jpg,infected,JPEG,RGB,"(348, 287, 3)"
695,Schizophrenia (1616).jpg,infected,JPEG,RGB,"(630, 587, 3)"
696,Schizophrenia (1617).jpg,infected,JPEG,RGB,"(993, 825, 3)"
697,Schizophrenia (1618).jpg,infected,JPEG,RGB,"(246, 205, 3)"
698,Schizophrenia (1619).jpg,infected,JPEG,RGB,"(279, 258, 3)"
699,Schizophrenia (162).jpg,infected,JPEG,RGB,"(512, 512, 3)"
700,Schizophrenia (1620).jpg,infected,JPEG,RGB,"(369, 400, 3)"
701,Schizophrenia (1621).jpg,infected,JPEG,RGB,"(324, 272, 3)"
702,Schizophrenia (1622).jpg,infected,JPEG,RGB,"(366, 310, 3)"
703,Schizophrenia (1623).jpg,infected,JPEG,RGB,"(269, 249, 3)"
704,Schizophrenia (1624).jpg,infected,JPEG,RGB,"(310, 246, 3)"
705,Schizophrenia (1625).jpg,infected,JPEG,RGB,"(283, 231, 3)"
706,Schizophrenia (1626).jpg,infected,JPEG,RGB,"(359, 300, 3)"
707,Schizophrenia (1627).jpg,infected,JPEG,RGB,"(370, 286, 3)"
708,Schizophrenia (1628).jpg,infected,JPEG,RGB,"(309, 232, 3)"
709,Schizophrenia (1629).jpg,infected,JPEG,RGB,"(334, 283, 3)"
710,Schizophrenia (163).jpg,infected,JPEG,RGB,"(512, 512, 3)"
711,Schizophrenia (1630).jpg,infected,JPEG,RGB,"(354, 303, 3)"
712,Schizophrenia (1631).jpg,infected,JPEG,RGB,"(360, 313, 3)"
713,Schizophrenia (1632).jpg,infected,JPEG,RGB,"(348, 297, 3)"
714,Schizophrenia (1633).jpg,infected,JPEG,RGB,"(351, 273, 3)"
715,Schizophrenia (1634).jpg,infected,JPEG,RGB,"(1200, 1059, 3)"
